"customer_id","store_id","first_name","last_name","email","address_id","activebool","create_date","last_update","active"
13,2,"Karen","Jackson","karen.jackson@sakilacustomer.org",17,True,"2006-02-14","2013-05-26 14:49:45.738",1
135,2,"Juanita","Mason","juanita.mason@sakilacustomer.org",139,True,"2006-02-14","2013-05-26 14:49:45.738",1
395,2,"Johnny","Turpin","johnny.turpin@sakilacustomer.org",400,True,"2006-02-14","2013-05-26 14:49:45.738",1
147,2,"Joanne","Robertson","joanne.robertson@sakilacustomer.org",151,True,"2006-02-14","2013-05-26 14:49:45.738",1
558,1,"Jimmie","Eggleston","jimmie.eggleston@sakilacustomer.org",564,True,"2006-02-14","2013-05-26 14:49:45.738",0
337,1,"Jerry","Jordon","jerry.jordon@sakilacustomer.org",342,True,"2006-02-14","2013-05-26 14:49:45.738",1
464,1,"Jerome","Kenyon","jerome.kenyon@sakilacustomer.org",469,True,"2006-02-14","2013-05-26 14:49:45.738",1
416,2,"Jeffery","Pinson","jeffery.pinson@sakilacustomer.org",421,True,"2006-02-14","2013-05-26 14:49:45.738",1
200,2,"Jeanne","Lawson","jeanne.lawson@sakilacustomer.org",204,True,"2006-02-14","2013-05-26 14:49:45.738",1
299,2,"James","Gannon","james.gannon@sakilacustomer.org",304,True,"2006-02-14","2013-05-26 14:49:45.738",1
255,2,"Irma","Pearson","irma.pearson@sakilacustomer.org",260,True,"2006-02-14","2013-05-26 14:49:45.738",1
241,2,"Heidi","Larson","heidi.larson@sakilacustomer.org",245,True,"2006-02-14","2013-05-26 14:49:45.738",0
138,1,"Hazel","Warren","hazel.warren@sakilacustomer.org",142,True,"2006-02-14","2013-05-26 14:49:45.738",1
335,1,"Gregory","Mauldin","gregory.mauldin@sakilacustomer.org",340,True,"2006-02-14","2013-05-26 14:49:45.738",1
415,1,"Glenn","Pullen","glenn.pullen@sakilacustomer.org",420,True,"2006-02-14","2013-05-26 14:49:45.738",1
103,1,"Gladys","Hamilton","gladys.hamilton@sakilacustomer.org",107,True,"2006-02-14","2013-05-26 14:49:45.738",1
213,1,"Gina","Williamson","gina.williamson@sakilacustomer.org",217,True,"2006-02-14","2013-05-26 14:49:45.738",1
314,1,"George","Linton","george.linton@sakilacustomer.org",319,True,"2006-02-14","2013-05-26 14:49:45.738",1
498,1,"Gene","Sanborn","gene.sanborn@sakilacustomer.org",503,True,"2006-02-14","2013-05-26 14:49:45.738",1
597,1,"Freddie","Duggan","freddie.duggan@sakilacustomer.org",603,True,"2006-02-14","2013-05-26 14:49:45.738",1
514,2,"Franklin","Troutman","franklin.troutman@sakilacustomer.org",520,True,"2006-02-14","2013-05-26 14:49:45.738",1
283,1,"Felicia","Sutton","felicia.sutton@sakilacustomer.org",288,True,"2006-02-14","2013-05-26 14:49:45.738",1
57,2,"Evelyn","Morgan","evelyn.morgan@sakilacustomer.org",61,True,"2006-02-14","2013-05-26 14:49:45.738",1
160,2,"Erin","Dunn","erin.dunn@sakilacustomer.org",164,True,"2006-02-14","2013-05-26 14:49:45.738",1
529,2,"Erik","Guillen","erik.guillen@sakilacustomer.org",535,True,"2006-02-14","2013-05-26 14:49:45.738",1
126,1,"Ellen","Simpson","ellen.simpson@sakilacustomer.org",130,True,"2006-02-14","2013-05-26 14:49:45.738",1
5,1,"Elizabeth","Brown","elizabeth.brown@sakilacustomer.org",9,True,"2006-02-14","2013-05-26 14:49:45.738",1
434,1,"Eddie","Tomlin","eddie.tomlin@sakilacustomer.org",439,True,"2006-02-14","2013-05-26 14:49:45.738",1
17,1,"Donna","Thompson","donna.thompson@sakilacustomer.org",21,True,"2006-02-14","2013-05-26 14:49:45.738",1
313,2,"Donald","Mahon","donald.mahon@sakilacustomer.org",318,True,"2006-02-14","2013-05-26 14:49:45.738",1
279,2,"Dianne","Shelton","dianne.shelton@sakilacustomer.org",284,True,"2006-02-14","2013-05-26 14:49:45.738",1
338,1,"Dennis","Gilman","dennis.gilman@sakilacustomer.org",343,True,"2006-02-14","2013-05-26 14:49:45.738",1
222,2,"Delores","Hansen","delores.hansen@sakilacustomer.org",226,True,"2006-02-14","2013-05-26 14:49:45.738",1
39,1,"Debra","Nelson","debra.nelson@sakilacustomer.org",43,True,"2006-02-14","2013-05-26 14:49:45.738",1
105,1,"Dawn","Sullivan","dawn.sullivan@sakilacustomer.org",109,True,"2006-02-14","2013-05-26 14:49:45.738",1
527,1,"Cory","Meehan","cory.meehan@sakilacustomer.org",533,True,"2006-02-14","2013-05-26 14:49:45.738",1
227,1,"Colleen","Burton","colleen.burton@sakilacustomer.org",231,True,"2006-02-14","2013-05-26 14:49:45.738",1
544,2,"Cody","Nolen","cody.nolen@sakilacustomer.org",550,True,"2006-02-14","2013-05-26 14:49:45.738",1
248,1,"Caroline","Bowman","caroline.bowman@sakilacustomer.org",252,True,"2006-02-14","2013-05-26 14:49:45.738",1
379,1,"Carlos","Coughlin","carlos.coughlin@sakilacustomer.org",384,True,"2006-02-14","2013-05-26 14:49:45.738",1
400,2,"Bryan","Hardison","bryan.hardison@sakilacustomer.org",405,True,"2006-02-14","2013-05-26 14:49:45.738",1
318,1,"Brian","Wyman","brian.wyman@sakilacustomer.org",323,True,"2006-02-14","2013-05-26 14:49:45.738",1
371,1,"Billy","Poulin","billy.poulin@sakilacustomer.org",376,True,"2006-02-14","2013-05-26 14:49:45.738",1
278,2,"Billie","Horton","billie.horton@sakilacustomer.org",283,True,"2006-02-14","2013-05-26 14:49:45.738",1
457,2,"Bill","Gavin","bill.gavin@sakilacustomer.org",462,True,"2006-02-14","2013-05-26 14:49:45.738",1
199,2,"Beth","Franklin","beth.franklin@sakilacustomer.org",203,True,"2006-02-14","2013-05-26 14:49:45.738",1
221,1,"Bessie","Morrison","bessie.morrison@sakilacustomer.org",225,True,"2006-02-14","2013-05-26 14:49:45.738",1
156,1,"Bertha","Ferguson","bertha.ferguson@sakilacustomer.org",160,True,"2006-02-14","2013-05-26 14:49:45.738",1
599,2,"Austin","Cintron","austin.cintron@sakilacustomer.org",605,True,"2006-02-14","2013-05-26 14:49:45.738",1
63,1,"Ashley","Richardson","ashley.richardson@sakilacustomer.org",67,True,"2006-02-14","2013-05-26 14:49:45.738",1
175,1,"Annette","Olson","annette.olson@sakilacustomer.org",179,True,"2006-02-14","2013-05-26 14:49:45.738",1
582,2,"Andy","Vanhorn","andy.vanhorn@sakilacustomer.org",588,True,"2006-02-14","2013-05-26 14:49:45.738",1
81,1,"Andrea","Henderson","andrea.henderson@sakilacustomer.org",85,True,"2006-02-14","2013-05-26 14:49:45.738",1
139,1,"Amber","Dixon","amber.dixon@sakilacustomer.org",143,True,"2006-02-14","2013-05-26 14:49:45.738",1
196,1,"Alma","Austin","alma.austin@sakilacustomer.org",200,True,"2006-02-14","2013-05-26 14:49:45.738",1
389,1,"Alan","Kahn","alan.kahn@sakilacustomer.org",394,True,"2006-02-14","2013-05-26 14:49:45.738",1
